customer_id,kyc_tier,home_region,registration_date
CUS0001283,tier_2,Ibadan,2024-06-19
CUS0001284,tier_2,Basse,2022-10-03
CUS0001285,tier_1,Brikama,2023-11-21
CUS0001286,tier_2,Lagos,2025-07-25
CUS0001287,tier_1,Abuja,2024-10-01
CUS0001288,tier_1,Lagos,2024-01-25
CUS0001289,tier_1,Kano,2025-12-18
CUS0001290,tier_1,Brikama,2023-07-15
CUS0001291,tier_1,Kanifing,2023-02-12
CUS0001292,tier_2,Farafenni,2025-02-27
CUS0001293,tier_1,Lagos,2025-05-03
CUS0001294,tier_2,Abuja,2024-02-24
CUS0001295,tier_2,Kano,2023-04-26
CUS0001296,tier_1,Port Harcourt,2025-02-04
CUS0001297,tier_2,Abuja,2025-11-16
CUS0001298,tier_1,Brikama,2022-10-14
CUS0001299,tier_2,Brikama,2023-02-16
CUS0001300,tier_1,Port Harcourt,2025-03-06
CUS0001301,tier_1,Basse,2024-12-28
CUS0001302,tier_1,Abuja,2022-11-03
CUS0001303,tier_2,Basse,2025-07-09
CUS0001304,tier_1,Port Harcourt,2023-05-11
CUS0001305,tier_2,Brikama,2024-10-08
CUS0001306,tier_2,Port Harcourt,2025-03-14
CUS0001307,tier_2,Brikama,2023-02-19
CUS0001308,tier_1,Lagos,2023-06-17
CUS0001309,tier_2,Kanifing,2024-09-17
CUS0001310,tier_1,Brikama,2025-05-23
CUS0001311,tier_1,Ibadan,2023-03-05
CUS0001312,tier_2,Brikama,2025-06-17
CUS0001313,tier_1,Port Harcourt,2025-10-13
CUS0001314,tier_2,Ibadan,2023-03-07
CUS0001315,tier_2,Kanifing,2023-04-19
CUS0001316,tier_2,Port Harcourt,2022-12-23
CUS0001317,tier_2,Abuja,2023-01-27
CUS0001318,tier_1,Banjul,2023-01-11
CUS0001319,tier_1,Kano,2023-11-12
CUS0001320,tier_1,Port Harcourt,2025-06-14
CUS0001321,tier_1,Basse,2023-04-29
CUS0001322,tier_2,Kanifing,2024-05-30
CUS0001323,tier_2,Ibadan,2023-09-17
CUS0001324,tier_1,Banjul,2025-12-17
CUS0001325,tier_2,Kanifing,2023-02-01
CUS0001326,tier_1,Farafenni,2024-03-25
CUS0001327,tier_1,Kanifing,2025-02-18
CUS0001328,tier_1,Port Harcourt,2024-07-30
CUS0001329,tier_1,Ibadan,2023-08-17
CUS0001330,tier_2,Port Harcourt,2024-06-15
CUS0001331,tier_3,Abuja,2024-11-09
CUS0001332,tier_1,Ibadan,2023-04-18
CUS0001333,tier_1,Ibadan,2022-11-21
CUS0001334,tier_1,Basse,2022-10-05
CUS0001335,tier_1,Abuja,2025-03-24
CUS0001336,tier_2,Kanifing,2024-09-17
CUS0001337,tier_1,Brikama,2025-06-09
CUS0001338,tier_1,Abuja,2024-02-07
CUS0001339,tier_2,Port Harcourt,2025-09-16
CUS0001340,tier_1,Banjul,2025-06-28
CUS0001341,tier_2,Kano,2023-07-24
CUS0001342,tier_1,Basse,2024-10-03
CUS0001343,tier_1,Port Harcourt,2025-10-15
CUS0001344,tier_2,Abuja,2023-01-29
CUS0001345,tier_1,Port Harcourt,2025-09-05
CUS0001346,tier_3,Brikama,2023-03-25
CUS0001347,tier_1,Farafenni,2023-02-04
CUS0001348,tier_1,Banjul,2023-02-20
CUS0001349,tier_1,Farafenni,2025-01-18
CUS0001350,tier_2,Lagos,2024-08-29
CUS0001351,tier_2,Brikama,2025-07-07
CUS0001352,tier_3,Abuja,2024-01-08
CUS0001353,tier_2,Abuja,2024-11-16
CUS0001354,tier_1,Kanifing,2025-06-30
CUS0001355,tier_1,Ibadan,2022-09-25
CUS0001356,tier_1,Basse,2024-09-24
CUS0001357,tier_2,Farafenni,2023-06-14
CUS0001358,tier_3,Port Harcourt,2025-12-22
CUS0001359,tier_1,Abuja,2023-03-01
CUS0001360,tier_1,Kanifing,2023-03-07
CUS0001361,tier_1,Kanifing,2023-02-14
CUS0001362,tier_3,Ibadan,2022-10-11
CUS0001363,tier_1,Kano,2023-11-20
CUS0001364,tier_2,Farafenni,2024-02-05
CUS0001365,tier_3,Kano,2023-06-02
CUS0001366,tier_2,Banjul,2023-04-19
CUS0001367,tier_1,Kanifing,2023-11-09
CUS0001368,tier_2,Farafenni,2024-09-17
CUS0001369,tier_2,Abuja,2024-01-08
CUS0001370,tier_1,Banjul,2024-07-10
CUS0001371,tier_1,Kanifing,2023-10-06
CUS0001372,tier_2,Lagos,2025-07-29
CUS0001373,tier_2,Brikama,2023-05-01
CUS0001374,tier_1,Farafenni,2022-10-14
CUS0001375,tier_1,Farafenni,2023-03-16
CUS0001376,tier_2,Farafenni,2024-08-23
CUS0001377,tier_2,Farafenni,2024-09-18
CUS0001378,tier_1,Farafenni,2024-01-02
CUS0001379,tier_1,Kanifing,2025-04-30
CUS0001380,tier_3,Kano,2025-12-18
CUS0001381,tier_2,Ibadan,2025-10-06
CUS0001382,tier_2,Lagos,2024-03-26
CUS0001383,tier_1,Port Harcourt,2024-06-17
CUS0001384,tier_1,Ibadan,2024-06-06
CUS0001385,tier_1,Port Harcourt,2025-04-13
CUS0001386,tier_1,Abuja,2023-04-27
CUS0001387,tier_3,Banjul,2023-03-08
CUS0001388,tier_1,Brikama,2023-06-09
CUS0001389,tier_3,Ibadan,2023-06-03
CUS0001390,tier_1,Banjul,2025-12-07
CUS0001391,tier_2,Abuja,2022-09-29
CUS0001392,tier_1,Lagos,2024-07-18
CUS0001393,tier_1,Basse,2024-09-02
CUS0001394,tier_1,Port Harcourt,2024-01-29
CUS0001395,tier_1,Kano,2023-08-16
CUS0001396,tier_1,Lagos,2023-12-15
CUS0001397,tier_2,Basse,2023-06-22
CUS0001398,tier_1,Brikama,2022-10-09
CUS0001399,tier_2,Kanifing,2024-06-27
CUS0001400,tier_2,Ibadan,2023-07-30
CUS0001401,tier_2,Farafenni,2025-03-08
CUS0001402,tier_2,Brikama,2023-05-08
CUS0001403,tier_2,Brikama,2023-08-21
CUS0001404,tier_1,Ibadan,2023-01-03
CUS0001405,tier_2,Kano,2024-04-26
CUS0001406,tier_1,Port Harcourt,2025-09-25
CUS0001407,tier_1,Brikama,2025-08-31
CUS0001408,tier_1,Basse,2023-05-01
CUS0001409,tier_2,Kanifing,2023-06-24
CUS0001410,tier_2,Basse,2023-12-23
CUS0001411,tier_1,Ibadan,2024-07-22
CUS0001412,tier_1,Abuja,2025-04-27
CUS0001413,tier_1,Port Harcourt,2024-11-19
CUS0001414,tier_2,Ibadan,2025-01-08
CUS0001415,tier_3,Basse,2024-01-04
CUS0001416,tier_1,Ibadan,2023-04-08
CUS0001417,tier_2,Kano,2025-07-24
CUS0001418,tier_1,Basse,2023-05-27
CUS0001419,tier_2,Brikama,2025-01-22
CUS0001420,tier_2,Lagos,2023-08-21
CUS0001421,tier_2,Port Harcourt,2023-09-25
CUS0001422,tier_2,Kanifing,2025-07-22
CUS0001423,tier_1,Farafenni,2024-03-29
CUS0001424,tier_1,Basse,2024-07-02
CUS0001425,tier_2,Abuja,2024-06-24
CUS0001426,tier_2,Lagos,2023-01-30
CUS0001427,tier_3,Abuja,2025-01-23
CUS0001428,tier_1,Banjul,2025-04-19
CUS0001429,tier_2,Basse,2025-07-21
CUS0001430,tier_1,Abuja,2025-06-04
CUS0001431,tier_1,Kano,2022-12-04
CUS0001432,tier_1,Abuja,2023-01-23
CUS0001433,tier_2,Kanifing,2025-06-02
CUS0001434,tier_1,Brikama,2025-07-12
CUS0001435,tier_2,Abuja,2024-04-07
CUS0001436,tier_1,Basse,2023-07-08
CUS0001437,tier_2,Brikama,2023-01-18
CUS0001438,tier_2,Banjul,2025-10-21
CUS0001439,tier_2,Lagos,2023-05-01
CUS0001440,tier_1,Ibadan,2024-06-22
CUS0001441,tier_1,Brikama,2022-12-23
CUS0001442,tier_1,Port Harcourt,2023-06-10
CUS0001443,tier_2,Port Harcourt,2023-07-25
CUS0001444,tier_1,Ibadan,2024-04-06
CUS0001445,tier_3,Kano,2022-12-22
CUS0001446,tier_1,Kanifing,2023-07-11
CUS0001447,tier_1,Abuja,2024-07-17
CUS0001448,tier_1,Banjul,2025-12-31
CUS0001449,tier_1,Brikama,2024-01-27
CUS0001450,tier_1,Ibadan,2025-12-14
CUS0001451,tier_2,Kano,2023-04-29
CUS0001452,tier_1,Abuja,2024-05-11
CUS0001453,tier_2,Banjul,2022-12-05
CUS0001454,tier_1,Abuja,2022-11-09
CUS0001455,tier_1,Farafenni,2025-01-31
CUS0001456,tier_2,Abuja,2023-11-18
CUS0001457,tier_1,Kanifing,2023-08-20
CUS0001458,tier_2,Ibadan,2024-06-23
CUS0001459,tier_1,Ibadan,2024-06-29
CUS0001460,tier_1,Kanifing,2024-12-23
CUS0001461,tier_1,Kanifing,2023-06-13
CUS0001462,tier_2,Basse,2023-03-30
CUS0001463,tier_1,Banjul,2025-02-23
CUS0001464,tier_1,Ibadan,2025-11-16
CUS0001465,tier_1,Kanifing,2024-06-02
CUS0001466,tier_1,Kano,2025-12-15
CUS0001467,tier_1,Brikama,2025-12-01
CUS0001468,tier_1,Lagos,2023-08-24
CUS0001469,tier_1,Kano,2023-12-02
CUS0001470,tier_1,Banjul,2024-02-24
CUS0001471,tier_1,Brikama,2025-09-08
CUS0001472,tier_1,Abuja,2025-08-07
CUS0001473,tier_1,Brikama,2024-12-03
CUS0001474,tier_2,Basse,2023-11-11
CUS0001475,tier_2,Kanifing,2024-08-09
CUS0001476,tier_1,Kano,2024-08-12
CUS0001477,tier_2,Banjul,2024-11-19
CUS0001478,tier_1,Kanifing,2023-01-29
CUS0001479,tier_2,Farafenni,2023-05-08
CUS0001480,tier_1,Basse,2024-03-10
CUS0001481,tier_1,Banjul,2022-12-02
CUS0001482,tier_1,Basse,2023-04-21
CUS0001483,tier_2,Farafenni,2023-12-24
CUS0001484,tier_2,Farafenni,2025-05-14
CUS0001485,tier_1,Abuja,2024-03-07
CUS0001486,tier_1,Basse,2022-09-21
CUS0001487,tier_1,Farafenni,2025-12-13
CUS0001488,tier_3,Port Harcourt,2023-05-03
CUS0001489,tier_2,Brikama,2023-12-02
CUS0001490,tier_2,Farafenni,2025-02-12
CUS0001491,tier_1,Port Harcourt,2024-02-07
CUS0001492,tier_3,Banjul,2025-08-31
CUS0001493,tier_1,Brikama,2022-12-29
CUS0001494,tier_2,Brikama,2023-04-07
CUS0001495,tier_1,Ibadan,2024-01-20
CUS0001496,tier_2,Kano,2024-12-01
CUS0001497,tier_1,Abuja,2023-12-29
CUS0001498,tier_2,Basse,2025-10-12
CUS0001499,tier_1,Kano,2022-11-13
CUS0001500,tier_1,Kano,2024-12-08
CUS0001501,tier_2,Ibadan,2024-01-19
CUS0001502,tier_1,Kano,2024-06-16
CUS0001503,tier_2,Port Harcourt,2022-11-22
CUS0001504,tier_1,Ibadan,2025-02-17
CUS0001505,tier_1,Basse,2022-12-18
CUS0001506,tier_1,Banjul,2023-03-01
CUS0001507,tier_1,Brikama,2025-11-23
CUS0001508,tier_2,Lagos,2024-08-29
CUS0001509,tier_1,Kanifing,2022-12-24
CUS0001510,tier_2,Farafenni,2023-01-23
CUS0001511,tier_2,Ibadan,2025-02-19
CUS0001512,tier_2,Lagos,2023-09-14
CUS0001513,tier_2,Kanifing,2025-06-17
CUS0001514,tier_1,Kanifing,2025-10-03
CUS0001515,tier_2,Brikama,2024-12-31
CUS0001516,tier_2,Farafenni,2025-05-26
CUS0001517,tier_1,Kanifing,2025-10-27
CUS0001518,tier_2,Abuja,2023-04-03
CUS0001519,tier_1,Port Harcourt,2024-07-25
CUS0001520,tier_1,Farafenni,2025-08-08
CUS0001521,tier_1,Farafenni,2023-03-31
CUS0001522,tier_3,Kanifing,2023-05-18
CUS0001523,tier_2,Banjul,2023-12-23
CUS0001524,tier_2,Abuja,2023-12-07
CUS0001525,tier_2,Banjul,2024-07-05
CUS0001526,tier_1,Kanifing,2024-04-18
CUS0001527,tier_1,Farafenni,2023-02-02
CUS0001528,tier_1,Farafenni,2023-01-08
CUS0001529,tier_1,Farafenni,2023-01-19
CUS0001530,tier_2,Port Harcourt,2024-12-30
CUS0001531,tier_2,Ibadan,2023-09-03
CUS0001532,tier_2,Port Harcourt,2023-12-29
CUS0001533,tier_2,Abuja,2025-06-01
CUS0001534,tier_1,Brikama,2022-12-01
CUS0001535,tier_1,Lagos,2025-02-11
CUS0001536,tier_1,Port Harcourt,2023-07-08
CUS0001537,tier_3,Lagos,2022-12-01
CUS0001538,tier_3,Lagos,2023-12-01
CUS0001539,tier_1,Abuja,2024-03-09
CUS0001540,tier_2,Port Harcourt,2022-12-10
CUS0001541,tier_1,Ibadan,2024-07-29
CUS0001542,tier_1,Kano,2023-06-29
CUS0001543,tier_3,Banjul,2025-10-22
CUS0001544,tier_3,Port Harcourt,2025-11-28
CUS0001545,tier_1,Basse,2025-12-18
CUS0001546,tier_1,Farafenni,2024-10-18
CUS0001547,tier_2,Banjul,2024-06-14
CUS0001548,tier_3,Ibadan,2022-11-18
CUS0001549,tier_2,Port Harcourt,2025-02-18
CUS0001550,tier_1,Kano,2024-01-03
CUS0001551,tier_1,Basse,2023-12-11
CUS0001552,tier_2,Farafenni,2024-09-10
CUS0001553,tier_1,Basse,2025-06-26
CUS0001554,tier_2,Port Harcourt,2024-10-12
CUS0001555,tier_2,Lagos,2023-04-18
CUS0001556,tier_1,Port Harcourt,2025-06-19
CUS0001557,tier_2,Basse,2025-10-16
CUS0001558,tier_2,Port Harcourt,2023-11-11
CUS0001559,tier_1,Banjul,2024-02-16
CUS0001560,tier_1,Abuja,2023-08-31
CUS0001561,tier_3,Kanifing,2024-09-23
CUS0001562,tier_2,Port Harcourt,2025-12-08
CUS0001563,tier_2,Abuja,2025-09-12
CUS0001564,tier_1,Banjul,2024-03-18
CUS0001565,tier_1,Brikama,2024-03-02
CUS0001566,tier_1,Farafenni,2025-02-21
CUS0001567,tier_1,Abuja,2023-07-03
CUS0001568,tier_2,Port Harcourt,2023-03-04
CUS0001569,tier_1,Abuja,2024-05-17
CUS0001570,tier_2,Brikama,2025-04-05
CUS0001571,tier_1,Kano,2022-10-18
CUS0001572,tier_2,Ibadan,2023-10-06
CUS0001573,tier_1,Abuja,2023-03-10
CUS0001574,tier_1,Brikama,2025-03-30
CUS0001575,tier_1,Farafenni,2023-04-07
CUS0001576,tier_1,Port Harcourt,2024-11-25
CUS0001577,tier_2,Ibadan,2024-08-14
CUS0001578,tier_1,Basse,2023-08-04
CUS0001579,tier_1,Port Harcourt,2025-07-01
CUS0001580,tier_1,Abuja,2023-08-17
CUS0001581,tier_1,Farafenni,2024-03-15
CUS0001582,tier_1,Banjul,2024-04-16
CUS0001583,tier_1,Lagos,2023-07-10
CUS0001584,tier_2,Kano,2025-10-01
CUS0001585,tier_3,Farafenni,2024-11-18
CUS0001586,tier_2,Brikama,2025-07-09
CUS0001587,tier_1,Banjul,2024-08-21
CUS0001588,tier_3,Brikama,2024-05-21
CUS0001589,tier_1,Kanifing,2024-04-16
CUS0001590,tier_1,Banjul,2024-02-21
CUS0001591,tier_1,Ibadan,2024-10-24
CUS0001592,tier_1,Ibadan,2024-07-20
CUS0001593,tier_1,Port Harcourt,2025-03-17
CUS0001594,tier_2,Banjul,2023-11-21
CUS0001595,tier_2,Ibadan,2025-10-03
CUS0001596,tier_1,Banjul,2024-05-29
CUS0001597,tier_1,Port Harcourt,2024-06-24
CUS0001598,tier_1,Banjul,2025-08-17
CUS0001599,tier_1,Basse,2023-12-25
CUS0001600,tier_2,Banjul,2024-05-11
CUS0001601,tier_2,Abuja,2024-09-14
CUS0001602,tier_3,Ibadan,2025-06-11
CUS0001603,tier_3,Kano,2023-01-08
CUS0001604,tier_1,Farafenni,2023-03-12
CUS0001605,tier_3,Ibadan,2025-11-17
CUS0001606,tier_1,Ibadan,2024-04-16
CUS0001607,tier_1,Abuja,2025-02-13
CUS0001608,tier_1,Lagos,2024-01-04
CUS0001609,tier_2,Farafenni,2023-03-11
CUS0001610,tier_1,Banjul,2024-07-22
CUS0001611,tier_2,Banjul,2022-11-21
CUS0001612,tier_3,Farafenni,2025-02-24
CUS0001613,tier_1,Abuja,2025-03-25
CUS0001614,tier_1,Abuja,2023-01-30
CUS0001615,tier_3,Port Harcourt,2024-09-22
CUS0001616,tier_1,Port Harcourt,2025-02-22
CUS0001617,tier_1,Basse,2024-02-26
CUS0001618,tier_1,Brikama,2024-11-03
CUS0001619,tier_2,Port Harcourt,2022-12-19
CUS0001620,tier_2,Farafenni,2025-03-24
CUS0001621,tier_1,Ibadan,2025-03-30
CUS0001622,tier_1,Brikama,2022-11-01
CUS0001623,tier_3,Lagos,2025-08-15
CUS0001624,tier_2,Kanifing,2024-12-19
CUS0001625,tier_1,Brikama,2025-11-01
CUS0001626,tier_2,Abuja,2023-09-11
CUS0001627,tier_1,Basse,2025-02-23
CUS0001628,tier_2,Kanifing,2025-04-06
CUS0001629,tier_1,Port Harcourt,2024-07-03
CUS0001630,tier_2,Port Harcourt,2024-09-15
CUS0001631,tier_2,Farafenni,2025-11-08
CUS0001632,tier_1,Kano,2025-04-01
CUS0001633,tier_1,Port Harcourt,2023-05-16
CUS0001634,tier_2,Lagos,2024-12-20
CUS0001635,tier_2,Kano,2023-05-06
CUS0001636,tier_1,Farafenni,2024-09-24
CUS0001637,tier_1,Banjul,2024-06-27
CUS0001638,tier_3,Farafenni,2024-11-11
CUS0001639,tier_2,Kanifing,2025-01-03
CUS0001640,tier_3,Kano,2023-04-03
CUS0001641,tier_2,Kano,2024-08-13
CUS0001642,tier_1,Banjul,2023-11-13
CUS0001643,tier_2,Abuja,2022-10-17
CUS0001644,tier_2,Ibadan,2025-10-14
CUS0001645,tier_1,Kano,2023-06-10
CUS0001646,tier_2,Banjul,2024-08-15
CUS0001647,tier_1,Abuja,2025-10-12
CUS0001648,tier_2,Ibadan,2025-09-22
CUS0001649,tier_1,Kano,2023-10-08
CUS0001650,tier_2,Basse,2023-06-01
CUS0001651,tier_1,Basse,2025-09-11
CUS0001652,tier_2,Brikama,2023-05-27
CUS0001653,tier_2,Kano,2025-06-29
CUS0001654,tier_2,Kanifing,2024-12-28
CUS0001655,tier_2,Ibadan,2025-03-29
CUS0001656,tier_1,Lagos,2023-06-22
CUS0001657,tier_1,Kano,2024-11-13
CUS0001658,tier_2,Kanifing,2024-08-06
CUS0001659,tier_1,Brikama,2025-04-22
CUS0001660,tier_1,Kano,2023-12-19
CUS0001661,tier_1,Abuja,2023-02-18
CUS0001662,tier_2,Brikama,2023-11-17
CUS0001663,tier_2,Banjul,2025-01-16
CUS0001664,tier_3,Port Harcourt,2025-02-27
CUS0001665,tier_1,Brikama,2024-12-30
CUS0001666,tier_2,Banjul,2023-08-25
CUS0001667,tier_1,Kano,2024-05-19
CUS0001668,tier_2,Kanifing,2025-04-06
CUS0001669,tier_3,Banjul,2024-07-31
CUS0001670,tier_1,Kano,2023-03-16
CUS0001671,tier_1,Banjul,2023-03-27
CUS0001672,tier_1,Port Harcourt,2023-05-02
CUS0001673,tier_1,Kano,2025-07-22
CUS0001674,tier_2,Banjul,2024-08-17
CUS0001675,tier_2,Basse,2022-11-16
CUS0001676,tier_2,Farafenni,2025-09-22
CUS0001677,tier_1,Banjul,2024-01-17
CUS0001678,tier_1,Banjul,2022-10-05
CUS0001679,tier_2,Basse,2024-02-22
CUS0001680,tier_3,Banjul,2025-05-22
CUS0001681,tier_1,Brikama,2025-02-04
CUS0001682,tier_2,Port Harcourt,2022-10-16
CUS0001683,tier_2,Brikama,2023-06-13
CUS0001684,tier_2,Lagos,2025-10-19
CUS0001685,tier_1,Basse,2024-03-10
CUS0001686,tier_1,Abuja,2025-08-15
CUS0001687,tier_2,Ibadan,2025-08-21
CUS0001688,tier_1,Brikama,2025-04-26
CUS0001689,tier_2,Basse,2024-02-26
CUS0001690,tier_1,Ibadan,2024-10-28
CUS0001691,tier_2,Port Harcourt,2025-09-03
CUS0001692,tier_1,Ibadan,2025-07-05
CUS0001693,tier_1,Port Harcourt,2024-05-22
CUS0001694,tier_1,Lagos,2024-07-18
CUS0001695,tier_1,Port Harcourt,2024-01-07
CUS0001696,tier_3,Port Harcourt,2022-11-05
CUS0001697,tier_1,Kano,2023-03-29
CUS0001698,tier_2,Port Harcourt,2024-09-11
CUS0001699,tier_2,Farafenni,2025-12-28
CUS0001700,tier_1,Kano,2025-05-04
CUS0001701,tier_2,Farafenni,2023-09-04
CUS0001702,tier_1,Lagos,2024-01-15
CUS0001703,tier_2,Farafenni,2025-12-08
CUS0001704,tier_2,Basse,2024-07-28
CUS0001705,tier_2,Basse,2024-04-26
CUS0001706,tier_1,Lagos,2025-12-19
CUS0001707,tier_1,Lagos,2024-02-01
CUS0001708,tier_1,Port Harcourt,2025-11-02
CUS0001709,tier_2,Farafenni,2024-02-24
CUS0001710,tier_2,Kano,2023-05-05
CUS0001711,tier_2,Brikama,2023-04-20
CUS0001712,tier_1,Kano,2022-12-28
CUS0001713,tier_2,Kano,2023-09-06
CUS0001714,tier_3,Banjul,2023-01-29
CUS0001715,tier_1,Lagos,2022-11-20
CUS0001716,tier_1,Farafenni,2022-10-06
CUS0001717,tier_2,Lagos,2025-08-18
CUS0001718,tier_3,Basse,2025-10-29
CUS0001719,tier_1,Abuja,2023-01-02
CUS0001720,tier_2,Port Harcourt,2023-10-26
CUS0001721,tier_1,Kanifing,2024-04-09
CUS0001722,tier_2,Lagos,2025-10-28
CUS0001723,tier_1,Kanifing,2023-03-20
CUS0001724,tier_2,Lagos,2023-06-20
CUS0001725,tier_2,Basse,2024-10-15
CUS0001726,tier_1,Brikama,2025-05-16
CUS0001727,tier_1,Banjul,2024-11-13
CUS0001728,tier_3,Kano,2023-03-01
CUS0001729,tier_1,Kano,2023-03-13
CUS0001730,tier_1,Lagos,2023-04-16
CUS0001731,tier_2,Ibadan,2024-04-05
CUS0001732,tier_2,Brikama,2025-06-13
CUS0001733,tier_2,Ibadan,2025-04-04
CUS0001734,tier_1,Banjul,2023-06-05
CUS0001735,tier_1,Ibadan,2025-05-08
CUS0001736,tier_1,Banjul,2025-07-06
CUS0001737,tier_1,Banjul,2025-06-03
CUS0001738,tier_1,Basse,2025-11-15
CUS0001739,tier_2,Basse,2024-10-28
CUS0001740,tier_1,Farafenni,2024-05-24
CUS0001741,tier_1,Lagos,2023-07-12
CUS0001742,tier_2,Basse,2025-03-01
CUS0001743,tier_1,Kanifing,2025-11-30
CUS0001744,tier_3,Ibadan,2023-02-13
CUS0001745,tier_1,Ibadan,2024-01-14
CUS0001746,tier_1,Basse,2025-03-17
CUS0001747,tier_3,Basse,2022-10-13
CUS0001748,tier_1,Kanifing,2024-04-03
CUS0001749,tier_2,Lagos,2022-12-20
CUS0001750,tier_1,Brikama,2025-11-02
CUS0001751,tier_1,Banjul,2025-05-29
CUS0001752,tier_1,Kanifing,2023-08-11
CUS0001753,tier_1,Port Harcourt,2023-07-02
CUS0001754,tier_2,Basse,2024-02-20
CUS0001755,tier_2,Ibadan,2025-07-24
CUS0001756,tier_3,Kano,2022-10-26
CUS0001757,tier_1,Kano,2025-06-15
CUS0001758,tier_1,Kano,2023-05-13
CUS0001759,tier_1,Farafenni,2025-03-12
CUS0001760,tier_2,Port Harcourt,2024-07-21
CUS0001761,tier_3,Abuja,2024-12-21
CUS0001762,tier_2,Lagos,2024-03-06
CUS0001763,tier_1,Banjul,2025-08-20
CUS0001764,tier_1,Lagos,2023-04-26
CUS0001765,tier_1,Brikama,2024-06-01
CUS0001766,tier_2,Port Harcourt,2022-10-12
CUS0001767,tier_1,Kanifing,2023-09-23
CUS0001768,tier_2,Kanifing,2024-03-04
CUS0001769,tier_2,Kanifing,2024-04-22
CUS0001770,tier_1,Abuja,2023-09-07
CUS0001771,tier_1,Farafenni,2022-12-05
CUS0001772,tier_1,Kano,2023-11-06
CUS0001773,tier_1,Farafenni,2023-08-02
CUS0001774,tier_2,Abuja,2022-10-27
CUS0001775,tier_2,Ibadan,2024-09-04
CUS0001776,tier_1,Kanifing,2022-10-13
CUS0001777,tier_2,Kanifing,2023-05-28
CUS0001778,tier_1,Kanifing,2023-07-04
CUS0001779,tier_1,Abuja,2025-08-11
CUS0001780,tier_2,Port Harcourt,2023-11-16
CUS0001781,tier_1,Banjul,2025-06-29
CUS0001782,tier_1,Brikama,2022-09-29
CUS0001783,tier_3,Banjul,2025-03-06
CUS0001784,tier_2,Kano,2023-01-08
CUS0001785,tier_1,Port Harcourt,2022-10-05
CUS0001786,tier_1,Farafenni,2024-03-23
CUS0001787,tier_1,Basse,2023-07-25
CUS0001788,tier_2,Lagos,2025-07-02
CUS0001789,tier_2,Port Harcourt,2023-02-20
CUS0001790,tier_1,Brikama,2024-05-08
CUS0001791,tier_1,Ibadan,2025-09-14
CUS0001792,tier_1,Ibadan,2023-12-27
CUS0001793,tier_1,Basse,2025-10-29
CUS0001794,tier_1,Port Harcourt,2023-10-16
CUS0001795,tier_2,Abuja,2023-09-22
CUS0001796,tier_1,Ibadan,2024-10-25
CUS0001797,tier_2,Kano,2025-03-22
CUS0001798,tier_1,Abuja,2023-12-25
CUS0001799,tier_2,Brikama,2024-05-20
CUS0001800,tier_3,Brikama,2025-03-31
CUS0001801,tier_1,Banjul,2025-03-12
CUS0001802,tier_2,Kano,2023-07-21
CUS0001803,tier_3,Brikama,2025-07-11
CUS0001804,tier_1,Abuja,2023-06-12
CUS0001805,tier_2,Port Harcourt,2023-08-13
CUS0001806,tier_2,Kano,2023-02-22
CUS0001807,tier_1,Kano,2023-11-05
CUS0001808,tier_1,Brikama,2023-08-15
CUS0001809,tier_2,Port Harcourt,2023-03-17
CUS0001810,tier_2,Farafenni,2023-03-10
CUS0001811,tier_1,Ibadan,2022-10-08
CUS0001812,tier_1,Banjul,2022-10-25
CUS0001813,tier_1,Lagos,2025-05-14
CUS0001814,tier_2,Kanifing,2025-03-16
CUS0001815,tier_2,Ibadan,2024-06-07
CUS0001816,tier_1,Kanifing,2023-01-25
CUS0001817,tier_2,Kanifing,2024-08-16
CUS0001818,tier_1,Kanifing,2022-12-23
CUS0001819,tier_2,Basse,2025-09-14
CUS0001820,tier_3,Ibadan,2025-12-09
CUS0001821,tier_1,Ibadan,2023-05-16
CUS0001822,tier_2,Lagos,2023-08-22
CUS0001823,tier_1,Basse,2024-05-18
CUS0001824,tier_1,Port Harcourt,2024-04-18
CUS0001825,tier_2,Port Harcourt,2024-07-16
CUS0001826,tier_1,Kano,2022-10-04
CUS0001827,tier_1,Banjul,2024-05-13
CUS0001828,tier_2,Port Harcourt,2025-11-06
CUS0001829,tier_1,Kanifing,2025-04-16
CUS0001830,tier_1,Basse,2024-08-02
CUS0001831,tier_1,Basse,2024-06-16
CUS0001832,tier_2,Banjul,2025-05-17
CUS0001833,tier_2,Port Harcourt,2025-02-25
CUS0001834,tier_2,Lagos,2025-01-06
CUS0001835,tier_1,Farafenni,2023-04-13
CUS0001836,tier_1,Ibadan,2025-10-25
CUS0001837,tier_1,Kanifing,2025-03-09
CUS0001838,tier_2,Brikama,2023-03-22
CUS0001839,tier_2,Abuja,2023-11-08
CUS0001840,tier_1,Kano,2025-01-23
CUS0001841,tier_1,Lagos,2025-09-11
CUS0001842,tier_2,Kanifing,2025-09-15
CUS0001843,tier_1,Abuja,2023-05-01
CUS0001844,tier_1,Ibadan,2024-09-09
CUS0001845,tier_1,Abuja,2023-05-05
CUS0001846,tier_1,Ibadan,2023-07-25
CUS0001847,tier_1,Kano,2023-11-10
CUS0001848,tier_2,Ibadan,2025-10-08
CUS0001849,tier_1,Ibadan,2024-01-07
CUS0001850,tier_3,Abuja,2024-06-21
CUS0001851,tier_1,Basse,2025-06-13
CUS0001852,tier_1,Port Harcourt,2023-10-22
CUS0001853,tier_1,Farafenni,2024-11-27
